0	1	2
548	79049	Multiple Models for Recommending Temporal Aspects of Entities
548	83394	C2 AdreÃ§ar - alÃ§ada
549	84156	ConexiÃ³n en grafos no dirigidos (ampliacion)
549	134336	Babel 2012 on the Web
550	85837	Equilibrado de lineas orientado a la tarea
550	88959	Not linked data is data, too
551	69357	Usage of Integrated Services in the industry
551	80270	Descent into Limbo
551	85641	Models de Markov ocults
551	135763	Safe RL
552	78385	An algorithm to detect copy number aberrations in cancer genomes of tumour specimens
552	80949	Reinforcement Learning
552	81153	Reinforcement Learning
552	84255	RegresiÃ³n Lineal. IntroducciÃ³n teÃ³rica
553	70983	On the Expressive Efficiency of Overlapping Architectures of Deep Learning
553	73189	Autonomous Flight
553	86661	Sistemas homogÃ©neos de ecuaciones diferenciales ordinarias lineales de coeficientes constantes de orden uno
554	14598	Introduction to Statistics
554	34193	What makes things similar?
554	79704	Graphical Models for HIV Vaccine Design
554	137191	Finding High-Quality Content in Social Media
555	73443	Translation Technology for Fighting World Poverty
555	83830	Compartir archivos en redes P2P
555	86537	C2 El relatiu possessiu
556	73213	Self-Driving Cars and the Future of Mobility
556	86072	Programas de vigilancia ambiental
557	35063	Lecture 1: Previous Knowledge Recommended (Matlab)
557	73492	Learning equivalence classes of directed acyclic latent variable models from multiple datasets with overlapping variables, incl. discussion by Ricardo Silva
558	84814	ConfiguraciÃ³n de RIP en routers CISCO
558	87479	Historical newspaper corpora for the Deutsches Textarchiv. Ways of their curation, harmonization, and provision to the community
558	88949	Darwinov dan: Darwinova revolucija na ramenih velikanov
559	10286	Lecture 2 - Robert Frost
559	17374	The Recommender Problem Revisited
559	23768	Lecture 26: Traveling Waves, Standing Waves, Musical Instruments
559	35230	Lecture 3: Summary Of Previous Lecture (Analyzing General Periodic Phenomena As A Sum Of Simple Periodic Phenomena)
559	83921	Estructura interna del nivel de red (OSI)
559	87147	TopologÃ­a y carga de datos en ArcGIS
559	88951	Machine learning for environmental and life sciences
560	11730	Encoding prior knowledge in text processing
560	66454	Representing Text â from characters to logic
560	86349	Microondas. Inversores
561	32639	Primal-Dual Subgradient Methods for Huge-Scale Problems
561	63360	Zoneout: Regularizing RNNs by Randomly Preserving Hidden Activations
562	70441	Scalable Learning in Computer Vision
562	137723	WIDOCO: A Wizard for Documenting Ontologies
563	80148	Cognitive Control: Understanding the Brain's Executive
563	87580	Large Linear Classification When Data Cannot Fit In Memory
563	88584	CTK Predstavlja: Â»Objavi odprto ali ... ?Â«
564	40744	Foundations: Models and Methods of IR
564	81197	Efficient Inference in Fully Connected CRFs with Gaussian Edge Potentials
565	80588	Brain Computer Interfaces
565	89342	Motivational, ethical and gamification issues in crowdsourcing
566	83694	Sistemas de televisiÃ³n
566	83781	Elements of a TGA
567	16013	Language teaching in Malta: Finding a balance between il-Malti âlingwa nazzjonaliâ and English
567	28265	Particle Filters 
567	79985	Tom-vs-Pete Classifiers and Identity-Preserving Alignment for Face Verification
567	87454	Deep Automatic Portrait Matting
568	2432	Overview of Automated Reasoning
568	20862	Lecture 27: Organic Chemistry: Basic Concepts, Alkanes, Alkenes, Alkynes, Aromatics, Functional Groups, Alcohols and Ethers, Aldehydes and Ketones, Esters, Amines
568	39996	From Theory to Practice: Sustainable Innovation
569	86921	Las formas de Estado y las formas de Gobierno.
570	78724	Activity Forecasting
570	88338	Ljubezen na terapiji. V odnosu se ne moremo obnaÅ¡ati, kot da smo samski.
571	12697	The Mondrian Process
571	81860	Spreading Phenomena NetworkX 
571	88945	Annotating Documents with Relevant Wikipedia Concepts
573	17836	Shape Preferred Orientation (SPO)
573	28348	Dimensionality Reduction
574	1421	Graph Identification
574	78971	Relational Learning as Collective Matrix Factorization
575	12694	Lecture 12 -  The Sovereign State: Hobbes, Leviathan 
575	20192	Lecture 3: Network applications: A = incidence matrix
576	19542	Session 2-2: Lean supply chain basics
577	83667	Tendencias en el ciclo de Rankine Modificado
578	83864	RealizaciÃ³n de un ensayo termogravimÃ©trico
578	86354	Procesos de ObtenciÃ³n de Materiales PolimÃ©ricos. PoliadiciÃ³n
579	1546	EEG Feature Representations and Associated Spatial Filters for Brain-Computer Interfaces
579	2284	A Gaussian Process View on MKL
579	83569	IMVIC: Indol, Rojo de metilo, Voges-Proskauer, Citrato
579	84238	DiagonalizaciÃ³n de matrices
580	37646	Identifying the Influential Bloggers
580	64532	Historical newspaper corpora for the Deutsches Textarchiv. Ways of their curation, harmonization, and provision to the community
582	2326	Overview of Automated Reasoning
582	8749	Representing Text â from characters to logic
582	63308	EEG Feature Representations and Associated Spatial Filters for Brain-Computer Interfaces
584	76032	Modern Packaging in Support of  Quality and Safety of Foods and Consumer Demand
585	17094	The Recommender Problem Revisited
586	64434	Identifying the Influential Bloggers
588	66552	Where is my URI?
589	70868	The Water - Energy Nexus at City Level: The Case Study of Skiathos 
592	13830	Introduction to Electronics, DAQ, Trigger
593	72203	Learning Word Representations with Hierarchical Sparse Coding
594	33733	Automatically Labeling Facts in a Never-Ending Language Learning system
594	88597	Elevator pitch session 3, part 1
595	11581	Lecture 1 - Course introduction
595	22758	Lecture 19: Cell Cycle/Signaling
595	76715	Topologically-Constrained Latent Variable Models
597	30358	KL Control Theory and Decision Making under Uncertainty
598	65799	What makes things similar?
599	83899	OptimizaciÃ³n del comportamiento de materiales polimÃ©ricos. Aditivos compatibilizantes.
599	86490	Jidoka - AutomatizaciÃ³n con respecto al factor humano
599	87448	Learning the dependence structure of rare events: a non-asymptotic study
600	89951	IDH1 and IDH2 mutations as friends and foes in human cancer
601	1791	One Shot Similarity Metric Learning for Action Recognition
601	83215	Basicidad de las Aminas
602	39886	Lecture 13 - Eating Disorders and Obesity (Guest Lecture by B. Timothy Walsh)
603	19538	Lecture 19: International Trade
605	3116	Fundamentals Of Metalogic
605	28347	Dimensionality Reduction
610	66337	Causal Inference as Computational Learning
610	77260	TransLectures: cost-effective transcription and translation of video lectures
610	79333	Lecture 8: Universal Hashing, Perfect Hashing 
610	84570	PreparaciÃ³n de un Ensayo CalorimÃ©trico
611	86077	DiseÃ±o de correas en cubiertas ligeras
612	77411	Oscillatory EEG-based BCI design: signal processing and more
612	85349	Els indefinits 'cap' i 'res'. PrÃ ctiques
614	39816	Lecture 20 -  The Good Life: Happiness
614	85478	Calculo de limites de sucesiones: Metodo de Stolz
615	4215	Liquid Crystal Optical Microcavities for Soft Photonics  
615	29930	Global Analytic Solution for Variational Bayesian
616	27638	 Kernel methods and Support Vector Machines
617	9673	Lecture 7 -  Nash equilibrium: shopping, standing and voting on a line
617	78311	Statistical Techniques for Particle Physics
618	3070	Fundamentals Of Metalogic
618	17808	Bringing Structure to Text: Mining Phrases, Entity Concepts, Topics, and Hierarchies
618	27924	Reinforcement Learning
618	30648	Fast Food: Approximating Kernel Expansion in Loglinear Time
619	80599	Introduction to Reinforcement Learning
619	87196	AutoCAD 2018. Manejo de escalas para impresiÃ³n de planos.
620	11838	An HDP-HMM for Systems with State Persistence
620	27647	Learning in Computer Vision
620	83540	Activos financieros mantenidos para negociar
620	86794	Equilibrado de lineas orientado a la estaciÃ³n
621	78968	Liquid Crystal Optical Microcavities for Soft Photonics  
623	88229	DeterminaciÃ³n de la actividad fosfomonoesterasa Ã¡cida del suelo
624	83676	Producto vectorial
624	84976	El retrocruzamiento con un gen recesivo
624	86713	Series de Taylor
624	89969	Adversarial Examples
625	16622	Beyond Blacklists: Learning to Detect Malicious Web Sites from Suspicious URLs
625	136957	Adversarial Examples
627	29536	Optimization Algorithms in Machine Learning
627	137373	Deep Learning 2
629	5631	Advanced Topics in RL
629	64510	Institute for Autonomous Urbanism
629	81689	LDP-DL- A language to define the design of Linked Data Platforms
629	84215	Ruido AWGN en modulaciones lineales
629	86523	Coste amortizado y tipo de interÃ©s efectivo
629	86798	JustificaciÃ³n por inducciÃ³n de igualdades con sumatorios
631	8020	Kernels for Link Prediction with Latent Feature Models
631	66698	Detecting Hate Speech on Twitter Using a Convolution-GRU Based Deep Neural Network
631	79135	Lecture 13: Amortized Algorithms, Table Doubling, Potential Method
631	80004	Tree-Structured Stick Breaking for Hierarchical Data
631	84849	Accidentes en el cultivo de los cereales
632	16761	On Compressing Social Networks
632	74345	Lecture 21: Convolution Formula: Proof, Connection with Laplace Transform, Application to Physical Problems
632	89865	Interview with James Crowley
633	86707	Resumen de rutas.
634	27380	Reinforcement Learning
634	29654	Dropout: A simple and effective way to improve neural networks
634	78553	Lecture 5: Transposes, Permutations, Spaces R^n
635	85888	Modelado del ruido en sistemas de comunicaciÃ³n
635	86413	SoluciÃ³n de las ecuaciones diferenciales lineales homogÃ©neas de 2Âº orden con coeficientes constantes
636	19989	Lecture 31: Change of Basis; Image Compression
636	28352	Concentration inequalities in machine learning
637	40446	Causal Inference as Computational Learning
637	83494	ResoluciÃ³n de un caso de secuenciaciÃ³n en taller de flujo
637	89896	EFNR master project
638	68730	Semi-supervised tree learning
638	74289	Topological Methods in Machine Learning
639	84111	Tipos de InnovaciÃ³n
640	22004	Lecture 2: Asymptotic Notation, Recurrences, Substitution, Master Method
641	79134	Lecture 3: Divide-and-Conquer: Strassen, Fibonacci, Polynomial Multiplication 
641	80781	Introduction to bioinformatics
641	84261	Plano Sonoro - Parte I
641	85331	Manejo bÃ¡sico del analizador de espectro HP8590L
642	19844	Lecture 19: Introduction to the Laplace Transform; Basic Formulas
642	21648	Lecture 1: The importance of chemical principles
643	87039	Medidas protectoras, correctoras y compensadoras de impactos ambientales
644	1874	Probability, Information Theory and Bayesian Inference
644	65325	Ontology-Based Data Access to Slegge
644	72988	Multidataset Independent Subspace Analysis
645	956	Practical Applications of Permutation Tests
645	27720	Introduction to Reinforcement Learning
646	23009	Lecture 19: Rotating Rigid Bodies - Moment of Inertia - Parallel Axis and Perpendicular Axis Theorem - Rotational Kinetic Energy - Fly Wheels - Neutron Stars - Pulsars
646	28476	Optimization: Theory and Algorithms
646	84348	Tipos de Opciones Financieras
646	86326	Distribuciones en el muestreo. DistribuciÃ³n de la varianza muestral
647	20177	Lecture 6: Complex Numbers and Complex Exponentials
647	26876	Have We All Been Right? Looking Backwards at Linguistic Theory, Statistics, and Language Acquisition
648	23227	Lecture 35: Farewell Special - High-energy Astrophysics
648	65399	Self-organizing principles in branching morphogenesis
648	89906	Ljubezen - za vedno ali zavedno?
649	88471	Zakaj je od vseh komunikacij najpomembnejÅ¡a tista s samim seboj?
650	22262	Lecture 15: Dynamic Programming, Longest Common Subsequence
650	70976	Theano
650	88567	XNOR-Net: ImageNet Classification Using Binary Convolutional Neural Networks
651	20398	Lecture 16: Projection Matrices and Least Squares
651	68835	Statistical techniques for fraud detection, prevention, and evaluation
651	83790	Efecto de la posiciÃ³n de los elementos de un sistema en su factor de ruido
652	83122	Restricciones geomÃ©tricas
653	83471	Integral aproximada. ResoluciÃ³n de integrales utilizando el mÃ©todo de los trapecios
653	83813	Las garantÃ­as de los derechos y libertades en la constituciÃ³n de 1978
653	87140	Criterios para series de tÃ©rminos positivos
654	24583	Beyond the Bench: Preparing MIT Students for the Challenges of Global Leadership
655	22956	Lecture 9: Exam Review 1
655	34540	Search and Games
656	4379	Non-classical Logic
656	84002	Mecanismos de Endurecimiento
656	84395	Control tÃ©rmico en reactores
657	2000	Probability and Mathematical Needs
657	28477	Optimization: Theory and Algorithms
657	64924	Open Information Extraction at Web Scale
657	80596	 Kernel methods and Support Vector Machines
657	84682	RealizaciÃ³n de un Ensayo CalorimÃ©trico
658	23253	Lecture 5: E = -grad V, More on Equipotential Surfaces, Conductors, Electrostatic Shielding (Faraday Cage)
658	27648	Introduction to Reinforcement Learning
658	84499	Toma de decisiones en situaciones de incertidumbre
660	23011	Lecture 22: Hysteresis, Electromagnets, Bohr Magneton, Maxwell's Equations, 600 daffodils
661	76546	Probabilistic models for understanding images
661	85471	CaracterÃ­sticas de las boquillas de pulverizaciÃ³n
662	67919	HDTQ: Managing RDF Datasets in Compressed Space
663	27420	Reinforcement Learning
664	40543	On the Expressive Efficiency of Overlapping Architectures of Deep Learning
664	41498	Lecture 9: Max-min problems; least squares
664	64635	Human Dynamics: From Human Mobility to Predictability
664	66452	Graphical models
665	28079	Online Learning, Regret Minimization, and Game Theory
665	85077	Leyes de Kirchhoff. Serie y Paralelo.
666	23055	Lecture 28: Hydrostatics - Archimedes' Principle - Fluid Dynamics - What Makes Your Boat Float? - Bernoulli's Equation
666	73451	Introduction to Machine Learning
666	135760	Iterations
667	19984	Lecture 19: Determinant Formulas and Cofactors
667	28349	Dirichlet Process: Practical Course
668	6919	Mining Large Graphs: Laws and Tools
669	30049	Sparsity: algorithms, approximations, and analysis
669	85509	Concepto de Instrumento Financiero Derivado
669	86824	UniÃ³n  de conjuntos
669	102618	X, Y, Zebra
670	87066	Ejercicios de inducciÃ³n
671	79257	Lecture 20: Angular Momentum - Torques - Conservation of Angular Momentum - Spinning Neutron Stars - Stellar Collapse
672	411	The power of Leadership Charisma
672	15548	Introduction to the Semantic Web
673	83574	Algoritmo Branch and Bound para secuenciaciÃ³n en taller de flujo de tres mÃ¡quinas
673	88312	 Power and the Architectural Unconscious
677	13367	The Search for Beyond the SM Physics
677	23544	The World is Flat 3.0
677	85230	Conceptos bÃ¡sicos de la teorÃ­a de grafos
677	137750	Learning and Inference in Low-Level Vision
678	2651	Artificial Intelligence Planning
678	65701	Introduction to KNIME
678	67842	Global Challenges and Information Society Development
679	15546	Introduction to the Semantic Web
679	15547	Introduction to the Semantic Web
679	20044	Lecture 15: Projections onto Subspaces
679	84539	Modelo de Maxwell de Comportamiento ViscoelÃ¡stico
680	135740	"Deep Learning (hopefully faster)	"
681	85999	Ejemplo 1 de diseÃ±o de una red sobre cable de pares segÃºn ANEXO II del Real Decreto 3462011
681	136497	Introductory lecture about Po-210 and Pb-210
682	6708	Mining Large Graphs: Laws and Tools
682	38058	Lecture 1 - Introduction to Ancient Greek History
682	84894	Divisores de tension y corriente.
683	6709	Mining Large Graphs: Laws and Tools
683	27922	Brain Computer Interfaces
684	28236	Bayesian Inference
684	66213	Prescriptive Designs. What kind of space do we want for our future selves?
684	83952	DistribuciÃ³n muestral de la diferencia de proporciones
684	83988	DefiniciÃ³n de Sistema Financiero
686	67067	SPLODGE: Systematic Generation of SPARQL Benchmark Queries for Linked Open Data
687	19979	Lecture 13: Quiz 1 Review
688	89993	Colorful Image Colorization
688	135114	Lecture 5: Linear-time Sorting: Lower Bounds, Counting Sort, Radix Sort 
689	19982	Lecture 21: Eigenvalues and Eigenvectors
689	22196	Lecture 22: Advanced Topics
691	1857	Hladna vojna za informacijsko tehnologijo
691	11161	Henri PoincarÃ©âs Best and Worst Mistake
692	22974	Lecture 14: Escape Velocities - Bound and Unbound Orbits - Circular Orbits - Various Forms of Energy - Power
694	83847	Fertilizantes minerales
695	87194	Procedimientos administrativos de la EIA
696	38127	Lecture 12 -  Evolutionary stability: social convention, aggression, and cycles
696	83553	DeterminaciÃ³n del coeficiente de anamorfosis lineal en la proyecciÃ³n U.T.M.
696	83849	Manejo de escalas en AutoCAD para impresiÃ³n de planos
697	79346	Lecture 16: Collisions - Elastic and Inelastic - Center of Mass Frame of Reference
697	85453	Sistema de ecuaciones diferenciales ordinarias
698	19699	Lecture 3: Matrices; inverse matrices
698	23777	Lecture 2: Beats - Damped Free Oscillations (Under- Over- and Critically Damped) - Quality Q
698	83477	Aplicaciones de las pilas de combustible. Generalidades
698	134260	KL Control Theory and Decision Making under Uncertainty
699	63468	Deep siamese neural network for prediction of long-range interactions in chromatin
700	83115	Microondas. Divisores con resistencias
701	19843	Lecture 7: First-order Linear with Constant Coefficients: Behavior of Solutions, Use of Complex Methods
701	39900	Lecture 6: Virtualization, Virtual Memory
702	85394	Presentar una idea, imÃ¡genes
703	37441	MOA Concept Drift Active Learning Strategies for Streaming Data
703	83507	La pila de combustible. Fundamentos electroquÃ­micos.
703	83728	Pilas de combustible de intercambio protÃ³nico: Generalidades
704	84407	Algorisme perceptrÃ³ per a classificaciÃ³ binÃ ria
705	17859	Shape Preferred Orientation (SPO)
705	72522	Lecture 28: Organic Glasses - Polymers: Synthesis by Addition Polymerization and by Condensation Polymerization
706	29371	Random Matrices
706	82172	TransLectures: cost-effective transcription and translation of video lectures
706	136587	The Unreasonable Effectivness Of Deep Learning
707	28779	Bayesian Nonparametrics
707	72968	VirtualizaÃ§Ã£o: Atividades Culturais Como Complemento Da EducaÃ§Ã£o
707	81830	Determinantal Point Processes
710	9802	Creating and using ontologies
710	85145	SecuenciaciÃ³n mediante reducciÃ³n del problema al cuello de botella
711	28383	Kernel Methods
711	72316	Introduction, Basic Notions in Graph Theory
714	929	Theory, Methods and Applications of Active Learning
715	135172	" 	 Machine Learning and Cognitive Science "
716	15841	The Web of Things
717	451	Recent Advances in Bayesian Methods
717	10556	Introduction to the Semantic Web
718	23230	Lecture 2: Beats - Damped Free Oscillations (Under- Over- and Critically Damped) - Quality Q
720	18253	User Behavior Modeling with Large-Scale Graph Analysis
721	3163	Session 1-2: The start of your Lean journey
722	25136	Defining the Challenges Surrounding Innovation and Safety (Part One)
722	38064	Lecture 1 -  Introduction to Game Theory: five first lessons
722	83446	SÃ³lidos cristalinos
724	15842	The Web of Things
724	79533	Lecture 8: Traveling Waves - Boundary Conditions - Standing Waves - Sound (Longitudinal Waves) - Energy in Waves
726	19951	Lecture 3: Derivatives of products, quotients, sine, cosine
728	88482	Transfer Learning for Item Recommendations and Knowledge Graph Completion in Item Related Domains via A Co-Factorization Model
729	137787	LSD-SLAM: Large-Scale Direct Monocular SLAM
731	63565	Kernel Based Methods
731	64876	The Offset Tree for Learning with Partial Labels
731	85279	Relative Clauses: Part I
732	83938	Sistemas de difusiÃ³n de televisiÃ³n
734	85258	CÃ¡lculo de barras de acero solicitadas a CompresiÃ³n Simple
736	12677	Online Dictionary Learning for Sparse Coding
737	40829	Gray graph
737	84996	Using an English Dictionary: tutorial
741	78846	 Landmarks in Heuristic-Search Planning
741	86538	EstereoisÃ³meros Ã³pticos con dos carbonos asimÃ©tricos
743	70003	"NLP and Deep Learning 2: Compositional Deep Learning	"
743	88631	MitiÄen in psihoanalitiÄen pogled na sanje
744	28572	Machine learning for cognitive science 1: What is machine learning?
744	88453	Samopodoba, psiholoÅ¡ka Ävrstost in Å¾ivljenje v globalizirani druÅ¾bi
744	137743	Undirected Graphical Models
745	6543	Visualizing and Understanding Convolutional Networks
745	22542	Lecture 6: Quantization
746	20184	Lecture 34: Final Course Review
746	85910	Probabilidad. Concepto y propiedades
747	19627	Lecture 4: Chain rule - Higher derivatives
747	35566	Lecture 17: Review of the Dining Philosopher Problem
747	73069	Safe RL
747	88437	Vloga Äustev pri (ne)prevzemanju odgovornosti
748	133789	Artificial Intelligence and Human Thinking
753	78574	Minimax Policies for Combinatorial Prediction Games
754	15523	ANAPSID: An Adaptive Query Processing Engine for SPARQL Endpoints
754	69204	Thesaurus of Modern Slovene: By the Community for the Community
756	83074	Tablas de Encaminamiento IP
757	80913	Diffusion and Cascading Behaviour in Networks
760	16348	Simplified OWL Ontology Editing: Is WebProtÃ©gÃ© Enough?
760	18811	Machine Learning Software in Practice: Quo Vadis?
760	74178	Blackwell Approachability and No-Regret Learning are Equivalent 
760	84841	CreaciÃ³n de una topologÃ­a en una geodatabase
761	73799	Introduction to feature selection
761	80075	The Sounds of Music
761	83745	Ensayo de dureza
761	86915	Autocad 2018: introducciÃ³n de coordenadas.
763	84616	Coste histÃ³rico o coste. Valor contable. Valor residual
763	137193	Cathodic protection for extending the life of concrete bridges
764	84515	PolarizaciÃ³n con Transistores BJT
765	5613	Learning to Communicate with Deep MultiÂ­-Agent Reinforcement Learning
765	40542	GibbsNet
765	85861	DemostraciÃ³n por inducciÃ³n del valor de la suma de los N primeros tÃ©rminos de una progresiÃ³n geomÃ©trica
767	40671	Deep Learning 
768	10516	Information Geometry and Its Applications
768	86776	Present Simple and Present Continuous
770	5610	GPU programming for Deep Learning
770	83171	Relative Clauses: Part II
770	85859	Buffers y sumadores con AO
771	5815	Variational Autoencoders with PixelCNN Decoders
771	17872	Paper Spotlights 2
771	85531	RegresiÃ³n Lineal. CÃ¡lculos con el Statrgaphics y AnÃ¡lisis de resultados
772	11443	Lecture 20 - The Colossal Symphony: Beethoven, Berliotz, Mahler and Shostakovich
772	24191	Technology and the Future Warrior: Protecting Soldiers in the 21st Century
773	70538	GibbsNet
773	78826	Lecture 6: De Broglie, Heisenberg, and SchrÃ¶dinger - The Aufbau Principle, Pauli Exclusion Principle, and Hund's Rules - Photoelectron Spectroscopy - Average Valence Electron Energy
773	79258	Lecture 29: Exam Review 3
773	82053	Motnje v duÅ¡evnem zdravju in Å¡tudij
773	84469	Â¿Por quÃ© estudiar relaciones binarias?
773	87029	Planteamiento del AnÃ¡lisis de Grados de Libertad en problemas de balances de materia
774	86073	PRESUPUESTOS en ingenierÃ­a para proyectos de OBRAS o INSTALACIONES.
775	74377	Lecture 31: Change of Basis; Image Compression
776	83166	VacilÂ·lacions entre els usos de 'cap', 'res' i 'gens de'. PrÃ ctiques
778	23255	Lecture 18: Displacement Current (Difficult Concept), Synchronous Motors, Induction Motors, Secret Top, How does it work?
779	9871	Lecture 33 - Evolutionary Game Theory: Fighting and Contests
779	19848	Lecture 20: Derivative Formulas; Using the Laplace Transform to Solve Linear ODE's
779	84359	Concepto de OpciÃ³n Financiera
780	86022	SimulaciÃ³n FSM: ObservaciÃ³n de resultados en modelos con retardos
781	22162	Lecture 4: Entropy and asymptotic equipartition property
781	28033	Semi-Supervised Learning
781	85213	Sesiones RTP
781	137459	Tutorial on Learning Deep Architectures
782	23580	Lecture 19: How do Magicians levitate women? (with demo), Electric Shock Treatment (no demo), Electrocardiogram (with demo), Pacemakers, Superconductivity (with demo), Levitating Bullet Trains, Aurora Borealis
783	78833	Lecture 6: The Hydrogen Atom
783	85707	IntroducciÃ³ a lestimaciÃ³ de lerror en Reconeixement de Formes.
783	87071	Analisis de integradores y derivadores usando la transformada de Laplace
786	85695	Diagramas de  Venn, igualdad de conjuntos
786	137619	The landscape of the loss surfaces of multilayer networks
787	83635	Operaciones entre relaciones binarias: Ejemplos en contexto real
787	86342	Tipo de cambio cruzado
788	10859	Ontology-Driven Unified Governance in Software Engineering: The PoolParty case study
788	16070	The Web of Things
788	69371	Advanced Topics in RL
788	74452	Introduction to Torch
788	83682	MÃ©todo de los trapecios
788	85971	DÃ©bitos y partidas a pagar
789	2004	Probability, Information Theory and Bayesian Inference
790	84914	Interferencia entre sÃ­mbolos
791	17630	Shape Preferred Orientation (SPO)
791	20186	Lecture 16: Dynamic estimation: Kalman filter and square root filter
791	88460	Nujna pomoÄ za preobremenjene starÅ¡e
792	83703	Formas de realizar la LiquidaciÃ³n de la OpciÃ³n Financiera
793	89994	Is Feature Selection Secure against Training Data Poisoning?
793	134481	Cyber-Physical Systems and uncertainty
795	86263	Deriva genÃ©tica en bancos de germoplasma
795	137358	Sequential Monte Carlo methods 
796	84531	Â¿CuÃ¡ndo se ejerce la OpciÃ³n Financiera?
797	27641	Introduction to Statistical Machine Learning
797	77795	Optimization in Learning and Data Analysis
798	12321	Efficient Projections onto the L1-Ball for Learning in High Dimensions
800	84198	Medidas de eficiencia en secuenciaciÃ³n.
801	41352	Bayesian Modelling
803	31836	Gozdne ptice Slovenije
806	28354	Kernel Methods
806	87048	DeterminaciÃ³n de sÃ³lidos en agua, fracciÃ³n fija y volÃ¡til
808	1659	On Computational Thinking, Inferential Thinking and Data Science
808	63563	Challenges when translating scientific documents
808	74334	Lecture 23: Differential Equations and exp(At)
808	87139	Clustering: algorisme C-mitjanes.
809	23638	"Lecture 14: Biot-Savart Law, Gauss' Law for Magnetic Fields, Revisit the ""Leyden Jar"", High-Voltage Power Lines"
809	79681	Convergent Learning: Do different neural networks learn the same representations?
811	23515	Lecture 22: Hysteresis, Electromagnets, Bohr Magneton, Maxwell's Equations, 600 daffodils
811	79256	Lecture 18: Exam Review 2
812	20045	Lecture 16: Projection Matrices and Least Squares
812	23347	Lecture 2: Science and Research
812	27925	Support Vector Machines
812	41783	Lecture 17: Double integrals in polar coordinates; applications
812	72142	Web Search - From The Noun to The Verb
813	80441	Introduction to Reinforcement Learning
814	39357	Lecture 1 - Information and Housekeeping
815	8334	A Scalable Pattern Mining Approach to Web Graph Compression with Communities
816	85424	La Turbina Pelton. Principios Generales
817	83575	DiseÃ±o de un mÃ©todo de anÃ¡lisis termogravimÃ©trico
817	83925	Como se expresa el tipo de cambio
819	23766	Lecture 24: Transformers, Car Coils, RC Circuits
819	83931	RecepciÃ³n de TelevisiÃ³n Digital Terrestre
820	20396	Lecture 13: Quiz 1 Review
826	72650	Building AI: Our Shared Enterprise
826	86207	NÃºmeros Complejos
827	88485	Using Ontology-based Data Summarization to Develop Semantics-aware Recommender Systems
828	80079	Bayesian Nonparametrics
829	84828	TamaÃ±o muestral en colectas de germoplasma
830	86219	Elementos de un analizador termogravimÃ©trico
831	27383	Support Vector Machines
832	1716	Fast and Accurate k-means For Large Datasets
832	88934	Analiza zlonamerne programske opreme z obratnim inÅ¾enirstvom
833	29717	Model-Based Reinforcement Learning
833	84272	RepresentaciÃ³n de grafos. FunciÃ³n de adyacencia
834	135103	The statistical physics of optimal control theory
835	16351	The Web of Things
835	27718	Learning in Computer Vision
836	24879	The Story of American Freedom: 1776-2005
837	84457	InnovaciÃ³n 2.0
839	66800	An HDP-HMM for Systems with State Persistence
842	86865	Trabajo con tablas para la carga de datos en ArcGIS
843	28051	Semi-Supervised Learning
843	70312	Piecewise 1-Dim Self Organizing Map P1D-SOM
843	80883	Optimization: Theory and Algorithms
843	88231	DÃ©termination de calcium et de magnÃ©sium dans les eaux
847	85700	RepresentaciÃ³n GrÃ¡fica de una OperaciÃ³n Financiera
848	87097	SimplificaciÃ³n de expresiones en teorÃ­a de conjuntos
848	89901	Ljubezen Å¾al ni dovolj
849	1001	Triangular Numbers (Part I)
849	65863	The World of Coatings: from Monolayers to Thick Films and from Sensors to Medical Implants
849	80999	Graph Theory
851	133268	Beyond inspiration: Five lessons from biology on building intelligent machines
853	860	Practical Applications of Permutation Tests
853	85988	Unidades lineales y logarÃ­tmicas para telecomunicaciones.
854	69925	Multidataset Independent Subspace Analysis
857	26413	How Would Climate Change Influence Society in the 21st Century?
859	83708	Acortamiento por frÃ­o en carne
860	20183	Lecture 1: Positive definite matrices K = A'CA
861	20717	Lecture 2: Classification Schemes for the Elements - Mendeleyev and the Periodic Table - Atomic Structure
864	81460	The Light Field Camera: Extended Depth of Field, Aliasing and Superresolution
865	81154	Graph Theory
865	84746	Listas Enlazadas GenÃ©ricas en Java
866	88344	Darwinov dan 2019: Poslanica
867	81099	Optimization Algorithms in Machine Learning
867	84553	Reacciones que transcurren mediante carbocationes como intermedios. InterpretaciÃ³n de la regla de Markovnikov.
868	63477	Combining SAWSDL, OWL-DL and UDDI for Semantically Enhanced Web Service Discovery
869	83936	TurbomÃ¡quinas hidrÃ¡ulicas. ClasificaciÃ³n de Turbinas
871	23575	Lecture 23: Doppler Effect - Binary Stars - Neutron Stars and Black Holes
871	64463	Early rehabilitation in patients with stroke
871	83346	Ensayo de impacto
873	12167	The Infinite Factorial Hidden Markov Model
873	133982	Monte-Carlo Planning: Basic Principles and Recent Progress
875	21646	Lecture 29: The Shapes of Molecules: VSEPR Theory
875	23689	Lecture 20: Inductance, RL Circuits, Magnetic Field Energy
878	83753	Estudio de tiempos con elementos acÃ­clicos de trabajo
878	88672	Pozdravni nagovori
880	31715	Where the thoughts dwell: Physiology of neuronal glial networks
880	83229	Conditional Sentences: Part I
884	85899	Variaciones
886	86584	autocad, dibujo paramÃ©trico, restricciÃ³n automÃ¡tica
888	85466	Ejemplos sencillos de relaciones binarias de equivalencia
888	88522	OdloÄitev za Å¾ivljenje 
